Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
Slow Down,212093,77,0.473,0.78,-4.861,129.972,0.0169,0.0358,5.9e-06,0.291,0.261
Normal Girl,253586,71,0.624,0.532,-7.146,76.453,0.269,0.124,5.17e-05,0.158,0.362
Escapism.,272373,77,0.538,0.742,-5.355,96.107,0.138,0.114,4.67e-05,0.0934,0.25
Consume (feat. Goon Des Garcons),267920,77,0.556,0.714,-5.322,146.113,0.07,0.158,0.0,0.261,0.434
Let's Go Back,169651,75,0.525,0.749,-4.77,71.582,0.146,0.0292,0.0,0.236,0.789
Spread Thin,202519,70,0.621,0.411,-8.261,110.113,0.0553,0.0333,0.0,0.0816,0.357
F.N,224000,73,0.567,0.515,-10.265,120.1,0.354,0.247,0.0,0.078,0.321
Shirt,181840,71,0.848,0.512,-7.72,120.009,0.228,0.102,0.00232,0.0879,0.572
Like I Want You,260776,73,0.678,0.355,-7.757,119.772,0.759,0.0627,7.06e-05,0.114,0.438
B.E.D.,236146,72,0.739,0.536,-6.501,122.023,0.00374,0.0587,0.0,0.0968,0.193
20 Something,198160,70,0.569,0.299,-8.603,81.049,0.739,0.275,0.0,0.054,0.505
The Morning,314109,69,0.682,0.51,-9.987,120.097,0.143,0.0441,4.46e-06,0.0797,0.191
Amanece,190004,80,0.79,0.631,-5.549,94.039,0.437,0.0425,0.0,0.158,0.889
I Don't Like,293840,71,0.742,0.844,-4.622,131.995,0.000634,0.0479,0.0,0.0659,0.416
Calling My Phone,205458,74,0.907,0.393,-7.636,104.949,0.451,0.0539,1.35e-06,0.135,0.202
Silver Soul,298680,67,0.356,0.67,-5.825,135.032,0.467,0.0324,0.000106,0.288,0.117
10:35,172252,74,0.696,0.793,-5.733,120.003,0.0683,0.097,3.78e-06,0.18,0.698
Run It! (feat. Juelz Santana),229866,73,0.846,0.482,-6.721,100.969,0.0246,0.129,0.0,0.393,0.212
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,191013,79,0.65,0.825,-4.645,118.091,0.0215,0.0325,2.44e-05,0.0936,0.593
She Knows,214725,66,0.705,0.572,-5.799,139.977,0.0262,0.0326,0.0,0.585,0.574
Pa' Que Retozen,151666,78,0.815,0.856,-3.825,91.995,0.4,0.122,8.34e-05,0.244,0.872
