Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
I Float Alone,275600,0,0.37,0.147,-21.379,63.093,0.843,0.0275,0.211,0.107,0.055
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Release the Joy,351000,0,0.647,0.512,-13.203,126.017,0.213,0.0338,0.0957,0.348,0.0679
Movin' In On You,244000,0,0.47,0.294,-15.067,88.231,0.856,0.0248,0.0288,0.102,0.364
If I Knew,256453,0,0.346,0.0884,-14.007,100.998,0.91,0.0338,0.000121,0.14,0.32
La poupée qui fait non - VK's Disco Remix,199635,0,0.686,0.665,-10.521,134.342,0.0827,0.0278,0.00128,0.0946,0.791
Laura,266493,0,0.476,0.186,-9.326,98.692,0.921,0.0357,0.0,0.0939,0.0627
Sea Dream,324933,0,0.265,0.704,-4.536,119.883,0.097,0.0435,0.939,0.149,0.411
It's a Fine Day,218893,0,0.578,0.985,-6.07,125.012,0.102,0.0589,0.0051,0.0499,0.393
Fade Into You,297160,1,0.248,0.399,-11.011,52.401,0.306,0.0283,0.00119,0.0728,0.198
I Talk to the Wind,334560,0,0.543,0.72,-13.46,131.989,0.122,0.0359,0.111,0.207,0.304
Rockin' Back Inside My Heart,349066,0,0.621,0.223,-17.397,84.891,0.591,0.0278,0.00212,0.0579,0.314
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Laura,266493,0,0.476,0.186,-9.326,98.692,0.921,0.0357,0.0,0.0939,0.0627
She Came Home for Christmas,232826,0,0.424,0.598,-7.567,140.143,0.0763,0.039,0.00182,0.35,0.292
Sugar,162880,0,0.606,0.696,-5.153,121.347,0.122,0.0613,0.000188,0.157,0.68
Fade Into You,297160,0,0.248,0.399,-11.011,52.401,0.306,0.0283,0.00119,0.0728,0.198
Falling,321853,0,0.331,0.138,-17.135,71.731,0.892,0.03,0.548,0.114,0.0755
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
IOK-1,281320,0,0.434,0.829,-7.597,111.986,7.48e-06,0.0437,0.00936,0.287,0.294
Fade Into You,297160,0,0.248,0.399,-11.011,52.401,0.306,0.0283,0.00119,0.0728,0.198
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
Dreaming of Now,352000,0,0.6,0.749,-9.461,130.204,0.236,0.0313,0.664,0.192,0.394
Water,179720,0,0.52,0.504,-13.751,125.08,0.0501,0.0474,0.0,0.0884,0.365
This Is Our Night,246933,0,0.523,0.258,-16.107,144.409,0.731,0.046,0.00716,0.0784,0.187
I Float Alone,275600,0,0.331,0.147,-21.379,63.052,0.842,0.0277,0.222,0.107,0.0545
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
I Talk to the Wind,334560,0,0.543,0.72,-13.46,131.989,0.122,0.0359,0.111,0.207,0.304
Half Asleep - Alternate Version,260893,0,0.447,0.811,-5.83,129.996,0.000288,0.0465,0.00313,0.154,0.379
